query,platform,Unnamed: 2,label
"పిల్లలకి భోగి పండ్లు పోసాను 🤩🫣🥰#trending#faujilyfstyle#cooking#minivlog#pongal#reels#teluguVikkY ldeas and vlogs15 Jan 2026, 22:59:40 GMT+05:30",YouTube,,1
"DIY గీతల ముగ్గులో ఇంత కన్నా ఈజీ ముగ్గు ఉండదు/simple geethala muggulu daily#geethalamuggulu#muggulukalakruthi diys15 Jan 2026, 22:59:39 GMT+05:30",YouTube,,0
"Ganpati bappa rangoli design #ganeshchaturthi #rangolidesigns #shortsMor Rangoli15 Jan 2026, 22:59:07 GMT+05:30",YouTube,,1
"The End 😂😂 |Indian family #shorts #indian #chotabhai #schoolPR PRESENTS15 Jan 2026, 22:59:06 GMT+05:30",YouTube,,0
"బన్ని చెర్రి ప్రెండ్సిప్ 😂😂😂😂 #pngstudiostelugu #funny #comedymovies #brahmandam #telugucomedyPNG Studios Telugu15 Jan 2026, 22:59:06 GMT+05:30",YouTube,,1
"ముగ్గులపోటీ  మా బాబు స్కూల్ లో  #rangoli #sankranthiAiras  world15 Jan 2026, 22:59:04 GMT+05:30",YouTube,,0
"Sankranthi celebrations 🎊🎉 Divine Hindu Gods15 Jan 2026, 22:59:01 GMT+05:30",YouTube,,1
"Top Graduation & Post-Graduation Full Forms 🎓 | Must-Know Education TermsZsn Study Point15 Jan 2026, 22:59:00 GMT+05:30",YouTube,,1
"Team members 🤔?? #valuelabs #company #hyderabad #vlog #hitechcity #job #softwareengineerBHIMA LifeStyle15 Jan 2026, 22:58:58 GMT+05:30",YouTube,,0
"Easy flower painting idea 🧡🌼 #art #artwork #shorts #shortsfeed #painting #acrylicpaintinghuepic arts15 Jan 2026, 22:58:54 GMT+05:30",YouTube,,0
"𝐓𝐇𝐄 𝐏𝐎𝐖𝐄𝐑 𝐇𝐎𝐔𝐒𝐄 | Organic Energy Drink with Coconut, Watermelon #shortsKochi Asmr15 Jan 2026, 22:58:53 GMT+05:30",YouTube,,1
"Brother and Sister Bonding ❤❤❤🔥🔥🔥🙏🙏🙏, # S-editz-meS editz15 Jan 2026, 22:58:52 GMT+05:30",YouTube,,1
"Fruits harvesting in my garden #fruits #mygarden #organicfarming #gardening #shorts #viralvideomahi sowji gardening and vlogs15 Jan 2026, 22:58:51 GMT+05:30",YouTube,,1
"Mattu Pongal kolam🐄மாட்டு பொங்கல் கோலம்#rangoli#muggulu#kolam#shorts#shortsfeed#ytshorts#art#Thanya rangoli 🦋15 Jan 2026, 22:58:48 GMT+05:30",YouTube,,1
"Amazing Tamarind & Guava Masala 😋 #shorts #food #fruit #masalaCookflavour15 Jan 2026, 22:58:47 GMT+05:30",YouTube,,1
"Spicy Guava + Chilli 🤤 Guava MasalaFuljar Set15 Jan 2026, 22:58:45 GMT+05:30",YouTube,,1
"how to make perfect side pleats in cotton saree draping tutorial for beginners#saree #fashion #drapeSanjana draping style15 Jan 2026, 22:58:13 GMT+05:30",YouTube,,0
"🥰Dhanurmaasam here🥰Mee_Nelavanka121815 Jan 2026, 22:58:03 GMT+05:30",YouTube,,1
"Dhanurmasam special muggulu#youtubeshorts#shortvideo#foryou#trending#vairelsort#muggulu#rangoli#artAnu's lifestyle15 Jan 2026, 22:58:03 GMT+05:30",YouTube,,0
"Rate : 1999/- To Order WhatsApp 9550317997 Trending Wedding Lehenga Heavy Embroidery Coading WorkJANU CLOTHING INDIA15 Jan 2026, 22:58:01 GMT+05:30",YouTube,,1
"हळदी कुंकू रांगोळी(Haldi Kunku Rangoli)KPooja15 Jan 2026, 22:57:59 GMT+05:30",YouTube,,1
"chori kaisy ki?HD videos15 Jan 2026, 22:57:57 GMT+05:30",YouTube,,0
"Camouflaging the back acne✅Asmitha Makeover Artistry15 Jan 2026, 22:57:53 GMT+05:30",YouTube,,1
"రాయలసీమ స్పెషల్ పచ్చిమిర్చి పచ్చడి #shorts #youtubeshorts #food #shortvideo #telugushortsDo like Ram15 Jan 2026, 22:57:52 GMT+05:30",YouTube,,1
"Easy mehndi design |simple and stylish mehndi design#mehndi #shots#trendinghenna #viralvide #mehndisowmya mehndi art2315 Jan 2026, 22:57:51 GMT+05:30",YouTube,,1
"인기많은 수박화채 달인의 놀라운 수박 자르기푸딩 FOODING15 Jan 2026, 22:57:48 GMT+05:30",YouTube,,2
"margazhi kolam#rangoli#kolam#muggulu #margazhikolam#easyrangoli#shortsfeed #trendingshorts#newshortsHarshita 15 Jan 2026, 22:56:59 GMT+05:30",YouTube,,1
"குட்டி கோலம் daily rangoli kolam designs #trending#viralvideo#shorts#shortsfeed#youtubeshorts#ytSurya Daily Rangoli Designs 15 Jan 2026, 22:56:49 GMT+05:30",YouTube,,0
"విద్యార్థిని పీరియడ్స్ ప్రూఫ్ అడిగిన లెక్చరర్లుValue daily updates0115 Jan 2026, 22:56:48 GMT+05:30",YouTube,,0
"మొదటిసారి కేరళ అయ్యప్ప స్వామి ప్రసాదం తయారీ విధానం #shorts #youtubeshorts #shortvideo #foodDo like Ram15 Jan 2026, 22:56:33 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=yKTV_nBIOBo15 Jan 2026, 22:56:29 GMT+05:30",YouTube,,1
"#simple_inventions #اختراعات #experiment #ابتكار #smartphone #diyورشة عبدو / workshop15 Jan 2026, 22:56:26 GMT+05:30",YouTube,,2
"yashu 🥰 Dance #viral #dance #family #trending #shortvideoU Turns Creations15 Jan 2026, 22:56:24 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=g7ajKEBPj4g15 Jan 2026, 22:56:23 GMT+05:30",YouTube,,1
"నెంబర్ 14 తో సంక్రాంతి డ్రాయింగ్ #shortsartist suman siddu15 Jan 2026, 22:56:23 GMT+05:30",YouTube,,1
"💯Easy Suntan Removal Pack At Home | Remove Dirt & Tanning | #shorts #beauty #beutytups #tan #viralPooja Tips15 Jan 2026, 22:56:21 GMT+05:30",YouTube,,1
"Beautiful heart ❤️ sizing wood stove || Mitti ka chulha #shortsCrazy Mahal15 Jan 2026, 22:56:06 GMT+05:30",YouTube,,1
"sankranthi geethala muggulu🌷 Dhanuramasam muggulu 🌷#ytshorts #viral #trending #rangoli #kolam #artDs kitchen and arts 15 Jan 2026, 22:56:03 GMT+05:30",YouTube,,1
"Makar sankranti & haldi kumkum special rangoli haldi kumkum decoration ideas Easy sankranti rangoliChaitali's Art & Crafts15 Jan 2026, 22:55:53 GMT+05:30",YouTube,,0
"Desi Potato Chips Making😱 #shortsvideo #potatoAbhishek Ashra15 Jan 2026, 22:55:50 GMT+05:30",YouTube,,1
"Pongal special rangoli designs 💫 #subscribe #rangoli #youtube #pongal #teluguPranjal's Rangoli & art15 Jan 2026, 22:55:49 GMT+05:30",YouTube,,1
"Sorting colours challenge || Village AvengersVillage Avengers15 Jan 2026, 22:55:48 GMT+05:30",YouTube,,1
"For outfit details : 8978110428 / 7013933423 #shorts #bajjuchinnyBajjuChinny15 Jan 2026, 22:55:23 GMT+05:30",YouTube,,0
"Toss an Oreo!15 Jan 2026, 22:55:04 GMT+05:30",YouTube,,1
"సంక్రాంతి స్పెషల్ అరిసెలు #ytshorts #makarasankranthiwatch more mani☺️15 Jan 2026, 22:54:59 GMT+05:30",YouTube,,1
"Happy Diwali🙏Rangoli Making on the Street of Kolkata #shortsCurious Lens Journeys15 Jan 2026, 22:53:58 GMT+05:30",YouTube,,1
"Sitting poses for baddies ♠️ #poses #sittingposes #baddiesHey Janhavi 15 Jan 2026, 22:53:57 GMT+05:30",YouTube,,1
"##yashu sony##ARTS AND CRAFTS15 Jan 2026, 22:53:56 GMT+05:30",YouTube,,1
"Easy kolam 🌺  Margazhi day 29 #shorts #rangoli #kolam #muggulu #trending #margazhikolamDivine Dots Rangoli15 Jan 2026, 22:53:55 GMT+05:30",YouTube,,1
"Talking Tom Game ( Part 15 )ORE TOONS 15 Jan 2026, 22:53:52 GMT+05:30",YouTube,,1
"Hawa Hawa #dance #shorts #hawahawa #song #bollywood #trending #ytshorts #songs #viral #dancesonglovetheme 💕🎶15 Jan 2026, 22:53:42 GMT+05:30",YouTube,,1
"👹రాత్రి 12:30 horror సినిమా👻 #family #trending #funny #shortvideosU Turns Creations15 Jan 2026, 22:53:41 GMT+05:30",YouTube,,1
"margazhi kolam#rangoli#kolam#muggulu #margazhikolam#easyrangoli#shortsfeed #trendingshorts#newshortsHarshita 15 Jan 2026, 22:53:40 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=TyUihOJhj9I15 Jan 2026, 22:53:40 GMT+05:30",YouTube,,1
"Vom bewaldeten Hang stiegen blasse Wesen herab und näherten sich lautlos.Yunior15 Jan 2026, 22:53:37 GMT+05:30",YouTube,,1
"✨అందరికీ happy new year 🥳👏🏻#shorts #viralvideo #shortvideo #trending #youtubeshorts #familyShai Shravani15 Jan 2026, 22:53:37 GMT+05:30",YouTube,,0
"beautiful side border design for muggulu//small mugguluNBR Rangoli designs 15 Jan 2026, 22:53:23 GMT+05:30",YouTube,,1
"#tutorialyoutubeLux 15 Jan 2026, 22:53:22 GMT+05:30",YouTube,,0
"👩‍🍳మెత్తని దూదిలా పండగ🥞🤤 అరిసెలు #food #ariselu #sweet #sankranthi #pindivantalu #luckyfashionLucky youtuber 15 Jan 2026, 22:53:21 GMT+05:30",YouTube,,1
"Price 1499/- To Order Whatsapp 9550317997 Full stitched Kanjivaram Silk Lehenga COD-YES #shortsJANU CLOTHING INDIA15 Jan 2026, 22:53:20 GMT+05:30",YouTube,,1
"మా గోదావరి స్పెషల్ తాండ్ర 😋👌#trending #food #konasemaFoodwithchinna15 Jan 2026, 22:53:17 GMT+05:30",YouTube,,1
"Happy Bhogi to all #suviksha #richakka #viralSuviksha (Bulli Rich akka)15 Jan 2026, 22:53:16 GMT+05:30",YouTube,,1
"Street Style Ragda Pani Puri ASMR Cooking || #shorts #food #cooking #asmr #recipe #indianasmrworldIndian ASMR World15 Jan 2026, 22:53:13 GMT+05:30",YouTube,,1
"5 ضفائر في الشعر ✨🥹 #تعليم_الامهاتTrend Masr15 Jan 2026, 22:53:11 GMT+05:30",YouTube,,1
"Egg Mirchi Vada ASMR #shorts #asmr #asmreating #asmrsounds #food #cooking #recipe #viralBheem ASMR15 Jan 2026, 22:53:10 GMT+05:30",YouTube,,1
"Morning rangoli | easy design | simple Kolam | latest rangoli | daily design | Sankranthi Muggulu |Vijaya's World🌍🍀15 Jan 2026, 22:53:05 GMT+05:30",YouTube,,0
"3BHK House for Sale in Keeranatham, Saravanampatti Coimbatore 2.75cent 95Lakhs ☎️9894456061Veedu Tamizha15 Jan 2026, 22:53:01 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=w52ymGruTcE15 Jan 2026, 22:52:59 GMT+05:30",YouTube,,1
"A Day In My Life | another after office hours | #ytviral  #goodvibes #ubtanpowder #minivlog #dimlParinitha Talks15 Jan 2026, 22:52:58 GMT+05:30",YouTube,,1
"Margazhi 30 bhogi special kolam|14 th jan 2026🌹Kanaga Creatives 15 Jan 2026, 22:52:57 GMT+05:30",YouTube,,1
"#Happy Sankranti#నా ముగ్గు ఎలా వచ్చిందో చెప్పండి#viral#shorts#please subscribesravanthi narla cooking 🍳 recipes15 Jan 2026, 22:52:56 GMT+05:30",YouTube,,1
"మమ్మీ తో పెట్టుకోకూడదు 😎😂 #trending #family #funny #viral #ytshortsYashu Sony Official15 Jan 2026, 22:52:54 GMT+05:30",YouTube,,1
"Butterfly Making With Waste Broken Bangles #shorts #youtubeshorts #bestoutofwaste #diy #viralshortCreative TRiii15 Jan 2026, 22:52:53 GMT+05:30",YouTube,,1
"Blurry: The Investigation | Cadbury Perk | 15 sec | Telugu15 Jan 2026, 22:52:52 GMT+05:30",YouTube,,1
"TORTA CUADRADO CON ROSAS EN CHANTILLYPASTELES CREATIVOS15 Jan 2026, 22:52:50 GMT+05:30",YouTube,,1
"Amazing Papaya cutting 🍑🔪😍 #fres #fruitcutting and #fruit #storeJ.P.M Fruit Store 15 Jan 2026, 22:52:49 GMT+05:30",YouTube,,1
"Simple Trick for Kalyana Thilakam - MUA @masarathmakeupartist #kalyanathilakam #pellibottu #weddingsBrides of Telugu15 Jan 2026, 22:52:46 GMT+05:30",YouTube,,1
"Trending song ❤️#sirirathod #trending #dance #shorts #reelsSiri rathod15 Jan 2026, 22:52:45 GMT+05:30",YouTube,,1
"Good morning | simple Kolam | daily morning rangoli | easy design | morning Muggulu |Vijaya's World🌍🍀15 Jan 2026, 22:52:03 GMT+05:30",YouTube,,0
"వారానికి 2 సార్లు ఇలా చేస్తే పాదాలు తెల్లగా అవుతాయి#funnyshorts#funnyvideos#innovativeideasidendiramama_official15 Jan 2026, 22:52:02 GMT+05:30",YouTube,,1
"That beautiful impression 🦌✨#newbunch #youtube #youtuber #like #share #comment #viralshort #trendingNew Bunch15 Jan 2026, 22:52:00 GMT+05:30",YouTube,,1
"loki తో డ్యాన్స్ 💕💃 #viral # డ్యాన్స్  # ట్రెండింగ్ # viral #ytshortsU Turns Family15 Jan 2026, 22:51:58 GMT+05:30",YouTube,,1
"అందరికీ హ్యాపీ సంక్రాంతి😍 #itsmelaya #Itsmelayavinay #Sankrathi #sankranthi2026🌾🔥❤️It's Me LayaVinay15 Jan 2026, 22:51:55 GMT+05:30",YouTube,,1
"chaiyya chaiyya song || Girl And Boys Dance || WhatsApp (Lyrics) Status || #viral #danceAryan Beats 15 Jan 2026, 22:50:53 GMT+05:30",YouTube,,0
"🚩శివుడికి కూతుర్లు కూడా వున్నారని తెలుసా?😱 #shiva #mahadev #hindu #teluguKarthik Telugu Tales15 Jan 2026, 22:50:52 GMT+05:30",YouTube,,1
"Bihari Style Aloo Bhujiya 😋😍🤤 #Aloo #bhujiyarecipe #favoriteThe Naaz'zz15 Jan 2026, 22:50:50 GMT+05:30",YouTube,,2
"Easy And Quick Whiteheads Removal Trick. #shortsDelish Bowl15 Jan 2026, 22:50:49 GMT+05:30",YouTube,,1
"Singari🦢 | Deva Nanda, Mekha #trending #dance #teleguDeva Nanda J Pillai15 Jan 2026, 22:50:47 GMT+05:30",YouTube,,0
"வட்டம் வரையும்| வீடியோ| simple outline drawing | p square rangoliP Square Rangoli & Kitchen15 Jan 2026, 22:50:42 GMT+05:30",YouTube,,1
"bahar pilashtar বাহার পিলাশটার #shots #mames #funny #trendingSalam mistary 115 Jan 2026, 22:50:41 GMT+05:30",YouTube,,1
"Must try hack👍🏻#mirchivada#hack#tipsntricks#ytshorts#secrethacks#shorts#kitchentips#kitchenhacksPallavi Verma15 Jan 2026, 22:50:30 GMT+05:30",YouTube,,1
"🤣shooting time lo😅 #viral #comedy #minivlog #shortvideo #trending #song #shorts #ytshorts #funnyU Turns Creations15 Jan 2026, 22:50:29 GMT+05:30",YouTube,,1
"#cake #cakedecorating #cakedesign #cakescake. ebi15 Jan 2026, 22:50:22 GMT+05:30",YouTube,,1
"##sony##ARTS AND CRAFTS15 Jan 2026, 22:50:19 GMT+05:30",YouTube,,1
"Caramel Bread Pudding Recipe #shortsThe Fun ASMR15 Jan 2026, 22:50:18 GMT+05:30",YouTube,,1
"Bu değişime “İNANAMAYACAKSINIZ”🛎️ Herkesin aradığı o kılıf 🤗🧿 #koltukörtüsü #kılıf #homedecorDEFNE HOME KOLTUK ÖRTÜSÜ 15 Jan 2026, 22:50:17 GMT+05:30",YouTube,,1
"670 SQFT VERY LOW BUDGET 1BHK HOUSE FOR SALE ☎️7811 009781 IDIGARAI #thudiyalurhouses 26 LAKHSuresh CS15 Jan 2026, 22:50:16 GMT+05:30",YouTube,,0
"Click here for the saree and fabric link #meesho #trendingShop On Budget15 Jan 2026, 22:50:15 GMT+05:30",YouTube,,1
"Ma nana na mata marie serious ga thisukunadu🤭| #storiesbyvihaa #explore #shorts #love #bond #cuteViha Dikonda15 Jan 2026, 22:50:13 GMT+05:30",YouTube,,1
"পাটিসাপটা #food # shorts #video #♥️😊oshmi's rannabati15 Jan 2026, 22:50:12 GMT+05:30",YouTube,,1
"part -2 of sankranti muggu #trending #shorts #viralvideos #viral #vlog #video #shortvideosMahaUniqueVlogs 15 Jan 2026, 22:50:10 GMT+05:30",YouTube,,1
"గోదావరి most famous sweet 😋👌#trending #konaseema #foodFoodwithchinna15 Jan 2026, 22:50:06 GMT+05:30",YouTube,,1
"Hand Block Printed Embroidered Kurta Set15 Jan 2026, 22:50:05 GMT+05:30",YouTube,,1
"Looking for an iced fruit salad treat?! 🤷🏽‍♂️ We’ve got you sorted! 🤗 With @shoaib.ali0869Foodporn15 Jan 2026, 22:50:04 GMT+05:30",YouTube,,0
"Hardworking Small Boy Selling Masala Wood Apple ( Kod Bel ) #shortsFood Test 15 Jan 2026, 22:49:59 GMT+05:30",YouTube,,1
"సోనీ ఇది తీసుకో 💕🫂#trending #family # cooking #viral  #minivlogsU Turns Creations15 Jan 2026, 22:49:49 GMT+05:30",YouTube,,1
"This floor transforms when the light turns on 😲Alex Demuner15 Jan 2026, 22:49:48 GMT+05:30",YouTube,,1
"రథం ముగ్గు | Rathasapthami mugguluRangoli with borders15 Jan 2026, 22:49:46 GMT+05:30",YouTube,,1
"Glossy Green Coconut — So Fresh #asmr #coconut #fruitcuttingTropical Fruits15 Jan 2026, 22:49:45 GMT+05:30",YouTube,,2
"బోటి స్పెషల్ yammy🤤 #shorts #DermDoc #KojicAcid #NightCream #DeepPigmentation #Pigmentation #short15 Jan 2026, 22:49:42 GMT+05:30",YouTube,,1
"Sankranti gaarelu   #sankranthi #pindivantalu #snacks #festival #telangana #gaarelu #cooking #appalusravani cherla15 Jan 2026, 22:49:38 GMT+05:30",YouTube,,1
"Recreation activity and mind focus game with my students#shortsfeed #shortsviral #shorts#shortsYV.Vennelarani15 Jan 2026, 22:49:04 GMT+05:30",YouTube,,1
"haira haira 🧿💖 #folksouls #folkart #love #souldancers #folkdance #song #folkmusic #dancecoverVinni voxx official15 Jan 2026, 22:49:01 GMT+05:30",YouTube,,0
"దీన్ని అప్లై చేసే ముందు 150 సార్లు ఆలోచించండి లేకుంటే 😱😲#haircare #handmade #healthylifestyleBeinghealthee 15 Jan 2026, 22:48:56 GMT+05:30",YouTube,,0
"Baahubali Uncut Scene | Behind The Scenes 🎬 #UncutFrames #Baahubali #BehindTheScenes #SouthCinemaUncut Frames15 Jan 2026, 22:48:55 GMT+05:30",YouTube,,1
"Sai Prasanna #and #sony#who #is #your #favourite#comment #subscribe ￼Rekha rock 15 Jan 2026, 22:48:48 GMT+05:30",YouTube,,0
"Andhariki sankranthi shubhakankshalu ❤️🫟🪁 #5starlaxmi #minivlog #trending #viral #sankranthiLaxmi Vlogs15 Jan 2026, 22:48:44 GMT+05:30",YouTube,,1
"Saree Poses for Girls 🪞✨| #howto #poses #sareeposes | @santoshi_megharaj #shortsSantoshi Megharaj15 Jan 2026, 22:48:42 GMT+05:30",YouTube,,1
"💥✨31st night కి మా mummy బిర్యానీ చేసింది 🤤❤️#shorts #viral #trending #youtubeshorts #familyShai Shravani15 Jan 2026, 22:48:01 GMT+05:30",YouTube,,0
"లోకి కి తినిపిస్తున్నడు డాడీ 🫂💕#traditinal #love #Family #food #viralvideosU Turns Family15 Jan 2026, 22:47:58 GMT+05:30",YouTube,,1
"Mik kuda ilane anpisthundhaa🙃#youtubeshorts #ytshorts #youtube #trending #reels #shorts #funny #sadBindu Bezawada15 Jan 2026, 22:47:54 GMT+05:30",YouTube,,1
"chaiyya chaiyya song || Girl And Boys Dance || WhatsApp (Lyrics) Status || #viral #danceAryan Beats 15 Jan 2026, 22:47:51 GMT+05:30",YouTube,,0
"🫂💖Dheiva thirumagal bgm tamilsong WhatsApp status #trending #fatherdaughter #love #beautiful #cuteEndless Love Stories 15 Jan 2026, 22:47:50 GMT+05:30",YouTube,,1
"Smart TV Chromecast not working? - Solution in CommentArvind Unfiltered15 Jan 2026, 22:47:49 GMT+05:30",YouTube,,1
"🥳లోకి బర్త్ డే సెలబ్రేషన్ మినీ vlog 💖#viral #trending #shortvideo #youtubeshorts #shortsLoki Anji Entertainment15 Jan 2026, 22:47:48 GMT+05:30",YouTube,,0
"అత్తమ్మ నేను మార్కెట్ పోత 💕￼🍅🫛#trending #family #viralvideosU Turns Family15 Jan 2026, 22:47:35 GMT+05:30",YouTube,,1
"##brother and sister ##ARTS AND CRAFTS15 Jan 2026, 22:47:11 GMT+05:30",YouTube,,1
"Make Your GitHub Profile Looks Pro & Next Level | Amazing GitHub README Profile (New Updates) 2026Simplified Learner15 Jan 2026, 21:47:50 GMT+05:30",YouTube,,0
"How To Create a GitHub Account Step-by-StepHelp & Support15 Jan 2026, 21:46:46 GMT+05:30",YouTube,,0
"మా అమ్మమ్మ వల్లా ఇంట్లో సంక్రాంతి పండుగ ❤️❤️#sirirathod #minivlog #trending #sankranthi #familySiri rathod15 Jan 2026, 21:31:55 GMT+05:30",YouTube,,1
"#husbandwiferelationship❤️#husbandsupport #couple #loveshorts #emotional #shorts #viral #trendingAnkithaNaren_Vlogs15 Jan 2026, 21:31:54 GMT+05:30",YouTube,,1
"Chal Chaiyya Chaiyya 💖 || Girl And Boys Dance || WhatsApp (Lyrics) Status ||Prince Beats 15 Jan 2026, 21:31:52 GMT+05:30",YouTube,,0
"Mummy twaraga chai chesi ivvu, nanaku headache ga undi🥹| | #viha #explore #shorts #love #bond #cuteViha Dikonda15 Jan 2026, 21:31:47 GMT+05:30",YouTube,,0
"FAMOUS AMMA EGG AAPALU IN RENIGUNTA🔥||#eggappam #renigunta #muttoncurry #andhrafood #hyderabadTHINDHAM THIRUGUDHAM15 Jan 2026, 21:31:42 GMT+05:30",YouTube,,2
"💕daddy little princess🫂#trending # daddy daughter bonding #family # emotional #family #comedy videosU Turns Creations15 Jan 2026, 21:31:40 GMT+05:30",YouTube,,1
"Red final coat ♥️ #red #heartcakedecorating #heartcakes #redheartcakeAles Sweet Treats INC. 🎀15 Jan 2026, 21:28:58 GMT+05:30",YouTube,,1
"Life in the train ✍🏻 | Wait for the end |  Stranger Drawings ||  #shorts #viral #artshortsVishweswar Arts15 Jan 2026, 21:28:57 GMT+05:30",YouTube,,0
"IITB Class and Tagline 👾 #iitbombay #iitclass #iitmotivation #iitiansvlogs #iit #iitb #iitjee #classOmi Kakadiya [ IIT Bombay ]15 Jan 2026, 21:28:56 GMT+05:30",YouTube,,1
"margazhi kolam#rangoli#kolam#muggulu #margazhikolam#easyrangoli#shortsfeed #trendingshorts#newshortsHarshita 15 Jan 2026, 21:28:55 GMT+05:30",YouTube,,1
"సూపర్ గా చేసినవే 🫂🏡#trending #funny # family # డాడీ ఏం చేసిండో చూడండి #viral #ytshortvideosYashu Sony Official15 Jan 2026, 21:28:54 GMT+05:30",YouTube,,1
"Best detox drink ever  ❤️ #shortsIndian ASMR Gallery15 Jan 2026, 21:28:53 GMT+05:30",YouTube,,1
"Welcome Home🏡 Swami Ayyappa🙏🙏#youtubeshorts #devotional #shorts #ytshortsHey_Ammayii15 Jan 2026, 21:28:50 GMT+05:30",YouTube,,1
"#pelli #pellisandadi #wedding #teluguwedding #telugupelli #telugusongs #weddingmusic #pellikuthuruBhavUnfiltered15 Jan 2026, 21:28:48 GMT+05:30",YouTube,,1
"Karthik & Soujanya Wedding #wedding #weddingvideo #weddingphotography #weddingfilm #marriage #loveCaptured Momentz15 Jan 2026, 21:28:47 GMT+05:30",YouTube,,1
"Half Saree Drape Tutorial ✨️ #ootd #festivewear #sareedraping #stylingtips #styleinspoAmrutha Subramani 15 Jan 2026, 21:28:44 GMT+05:30",YouTube,,0
"Appudappudu ela time spend cheyali antaara.?|meeru yeppudayna ela cheysaara ? #ytviral #familytimeParinitha Talks15 Jan 2026, 21:28:43 GMT+05:30",YouTube,,1
"My channel first viral video 1.3 million views 💃😍🕺 #folksong #folkmusic #indianfolkNaveen goud15 Jan 2026, 21:28:41 GMT+05:30",YouTube,,1
"Happy makara Sankranthi ❤️ 1/7 #sankranthi #ytshorts #sahrudafruitySahrudafruity15 Jan 2026, 21:28:38 GMT+05:30",YouTube,,1
"Chal Chaiyya Chaiyya 💖 || Girl And Boys Dance || WhatsApp (Lyrics) Status ||Prince Beats 15 Jan 2026, 21:28:37 GMT+05:30",YouTube,,0
"That One Senior Student in Exam Hall❤️ #shortsAditya Borra15 Jan 2026, 21:28:35 GMT+05:30",YouTube,,1
"ఈరోజు మా చెల్లె Birthday 🥳 #birthday #gifts #happiness #yashusony #viralvideo #sistersU Turns Creations15 Jan 2026, 21:28:34 GMT+05:30",YouTube,,1
"Gira gira 🔥#giragira #dance @VarunAradya31Varun Aradya15 Jan 2026, 21:28:33 GMT+05:30",YouTube,,1
"It’s the little things and those little things come with a lot of sparkle! ✨| GIVA Jewellery15 Jan 2026, 21:28:32 GMT+05:30",YouTube,,1
"ఈరోజు ఒక 💕🥰 Birthday కీ వెలము. ..? #family #shortvideos #birthday #happiness #gift #shorts #sisterU Turns Creations15 Jan 2026, 21:27:39 GMT+05:30",YouTube,,1
"The life calendar wallpaper for android phonePriyanka Verma15 Jan 2026, 21:05:10 GMT+05:30",YouTube,,1
"Viral Life Calendar Wallpaper on AndroidAkash Kahar15 Jan 2026, 21:05:03 GMT+05:30",YouTube,,1
"January 15, 2026Lakki Reddy Vani creations15 Jan 2026, 20:11:12 GMT+05:30",YouTube,,1
"soni Loki sai yashu ♥️ anji new song nilimegalu dhigivachina song shoot me #sony #loki #sai #yashuJORDHAR MUSIC15 Jan 2026, 20:11:11 GMT+05:30",YouTube,,0
"OMG He is wrong!😂 #shorts Best video by MoniLinaMoniLina15 Jan 2026, 20:11:10 GMT+05:30",YouTube,,1
"Hari Mirch Ka Achar ASMR #shorts #asmr #asmreating #asmrsounds #food #cooking #recipe #viralBheem ASMR15 Jan 2026, 20:11:08 GMT+05:30",YouTube,,1
"Outfits we wore #transition #trendingshorts #telugusongs #teluguwedding #outfitideas #weddingoutfitLife of piE15 Jan 2026, 20:11:06 GMT+05:30",YouTube,,1
"Can’t believe it’s ending 😭#strangerthings5 #fondue #movienight #giftguideMeltie Mug15 Jan 2026, 20:10:56 GMT+05:30",YouTube,,1
"🙌🏻Chala days తరువాత కొత్త recipe 🤤✨#shortvideo #viralvideo #youtubeshorts #cooking #trendingShai Shravani15 Jan 2026, 20:10:53 GMT+05:30",YouTube,,0
"#singari #trending #viral #shorts #reels#dude #danceworth while wellness15 Jan 2026, 20:10:50 GMT+05:30",YouTube,,1
"Vijayawada Customized Blinds For Windows ☎️9059459025 #atrixinteriors #vijayawada #blinds #shortsATRIX INTERIORS15 Jan 2026, 20:10:48 GMT+05:30",YouTube,,1
"haul #haul aoneA1 style15 Jan 2026, 20:10:43 GMT+05:30",YouTube,,1
"🫂మేము ఎక్కడికి పోతున్నము అంటే 🥰 #viral #minivlog #ytshorts #trending #shortvideo #family #￼villageU Turns Creations15 Jan 2026, 20:10:42 GMT+05:30",YouTube,,1
"Chocolate Gelato Cone & Ice cream ❤️ || #viralvideos #ytshorts #shortsThe Foodie Quila15 Jan 2026, 20:10:41 GMT+05:30",YouTube,,1
"How Do I Stop My Baby from Choking on Fruits? Use the Fruit Feeding Baby Pacifier!#ShortsBabyGrowthDiary15 Jan 2026, 20:10:40 GMT+05:30",YouTube,,1
"Happy Happy Biscuit 5 Eggs Caramel Pudding Cake Recipe #shortsVillage Selvi Samayal15 Jan 2026, 20:10:39 GMT+05:30",YouTube,,1
"Delhi’s Fresh Fruit Ice-Cream😳🍇 at just ₹99/- #shorts #icecream #indianstreetfoodKing’s Food Z by Aditya Baisla15 Jan 2026, 20:10:38 GMT+05:30",YouTube,,0
"Beautiful idea #cake #cakeideas #cakedesign #cakescake. ebi15 Jan 2026, 20:10:33 GMT+05:30",YouTube,,1
